@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
310,'2019/09/19 11:02:59:948',4,-8876665,-9008508,-10062741,-8817309,-9473433,-9670299,-9934502,-8224398,-7172222,-6315882,-9337991,-8681343,-5728623,-3690580,-2835784,-2702654,-5002328,-6775915,-9274765,-10656937,-8813190,-8945802,-7895166,-7895163,-6516078,-7501433,-11053750,-9085359,-14408168,-15198199,-8025217,-8881553,-9802907,-8488586,-8028805,-8094341,-8686224,-10462382,-15527163,-13817311,-7697280,-7303803,-8029068,-10204609,-11192274,-10141642,-11321805,-14213100,-15592697,-13034991,-7565696,-7304317,-8754080,-7773356,-7708837,-4750973,-7576738,-13160411,-15526903,-11065307,-7828357,-7632773,-7370882,-7307146,-8032154,-6715517,-6777710,-6118745,-10669003,-10868700,-8091017,-8091786,-7763846,-7369341,-6580080,-5723996,-4736067,-1380110,-7968140,-10605014,-8286597,-7563899,-7103859,-6446182,-5656663,-4998473,-3287594,-919301,-6969162,-10457998,-7825272,-7299439,-6707812,-6181465,-5720912,-5128258,-1181704,-1181960,-7298397,-10456986,?
311,'2019/09/19 11:02:59:981',4,-8876409,-9008508,-9931413,-8488601,-9144981,-9473433,-9737380,-8027275,-7040379,-6250088,-9337991,-8681342,-5663086,-3887701,-2901833,-2702653,-5265243,-7038830,-9406351,-10788267,-8747653,-8945802,-7960958,-7960442,-6778736,-7830141,-11119543,-9019823,-14408168,-15197943,-8025473,-8881809,-9802907,-8488586,-8028805,-8094342,-8620174,-10593712,-15592955,-13817310,-7697280,-7303804,-8029324,-10204610,-11258067,-10207691,-11387598,-14278636,-15592697,-13034735,-7565695,-7369597,-8819872,-7773356,-7840423,-5013888,-7773604,-13226203,-15592439,-10999771,-7828356,-7698052,-7370882,-7372682,-8032154,-6715517,-6777454,-6053208,-10669003,-10934236,-8091017,-8091786,-7829381,-7369341,-6580080,-5658460,-4735811,-1314573,-8099725,-10736344,-8286597,-7563899,-7103858,-6446182,-5656663,-4998473,-3221801,-919301,-7035211,-10523535,-7890808,-7299439,-6707555,-6181465,-5786448,-5062721,-1116167,-1182216,-7429470,-10522778,?
312,'2019/09/19 11:03:00:015',4,-8876410,-9008508,-9931413,-8488857,-9210774,-9604506,-9737637,-8158604,-7106429,-6315882,-9337992,-8615806,-5663086,-3822166,-2967113,-2768190,-5199451,-6907501,-9340302,-10722473,-8747654,-8945802,-7960958,-7960442,-6778736,-7829885,-11119286,-9019823,-14407912,-15197943,-8025473,-8881809,-9802907,-8488586,-8028805,-8094342,-8554381,-10593711,-15592699,-13817311,-7697281,-7303803,-8029068,-10204610,-11258067,-10207691,-11387598,-14278636,-15592696,-13034735,-7565696,-7304318,-8819616,-7838892,-7840423,-5013888,-7773603,-13226203,-15526903,-11065308,-7762821,-7698052,-7370882,-7372682,-8097690,-6781309,-6777454,-6053208,-10669003,-10934237,-8091017,-8091786,-7763590,-7369341,-6580080,-5658460,-4735811,-1380109,-8033933,-10736344,-8286597,-7563899,-7103859,-6446438,-5591127,-4998473,-3287337,-919301,-6969418,-10523534,-7825016,-7299439,-6707812,-6181465,-5720912,-5062721,-1181704,-1182216,-7363933,-10457242,?
313,'2019/09/19 11:03:00:047',4,-8942458,-9139837,-9997462,-8686236,-9473689,-9736349,-9935015,-8355984,-7435138,-6513518,-9404041,-8747136,-5794416,-3887958,-3033163,-2900032,-5199707,-6841708,-9143435,-10591143,-8879239,-9011851,-8026751,-8026492,-6778737,-7764348,-11053750,-9020080,-14342632,-15263736,-8091266,-8947602,-9868700,-8554379,-8160135,-8160135,-8620175,-10725040,-15592699,-13882847,-7763074,-7369852,-8095117,-10335939,-11323860,-10339020,-11453135,-14278637,-15658233,-13100527,-7631489,-7370111,-8819873,-7904685,-7906216,-5079680,-7839396,-13226203,-15592440,-11131100,-7828870,-7764102,-7502211,-7438476,-8163484,-6847103,-6843503,-6118745,-10734540,-11000029,-8156810,-8157835,-7895175,-7435134,-6645873,-5790045,-4801860,-1380110,-8099469,-10802137,-8352646,-7695228,-7169652,-6512231,-5722456,-5064266,-3353130,-919302,-7035211,-10589327,-7956601,-7365232,-6773604,-6247258,-5852241,-5194050,-1181960,-1182216,-7429726,-10588315,?
314,'2019/09/19 11:03:00:080',4,-8942458,-9074301,-10062998,-8948895,-9736604,-9933214,-10131881,-8618642,-7764104,-6710899,-9404040,-8747136,-5794416,-3821909,-3032906,-2965825,-5068122,-6644329,-8880007,-10393508,-8878983,-9011851,-8026751,-8026492,-6647408,-7567225,-10987956,-9020080,-14342376,-15263736,-8091266,-8947602,-9868700,-8619916,-8160391,-8160135,-8620174,-10725040,-15592955,-13882848,-7763074,-7369853,-8094861,-10335939,-11323859,-10339020,-11453391,-14278636,-15658233,-13100527,-7631489,-7370111,-8819872,-7904685,-7906215,-5079679,-7839395,-13226203,-15592439,-11130844,-7894406,-7764102,-7436675,-7438475,-8229020,-6847103,-6843503,-6053208,-10734539,-11065565,-8156810,-8157835,-7895175,-7435134,-6645873,-5790045,-4801860,-1380110,-8099469,-10867673,-8352390,-7695228,-7169652,-6512231,-5722456,-5064266,-3353131,-984838,-7035211,-10589327,-7956601,-7430768,-6773605,-6247258,-5852241,-5194050,-1181960,-1182216,-7429726,-10588315,?
315,'2019/09/19 11:03:00:114',4,-8942458,-9074301,-10194070,-9343396,-10065313,-10130593,-10329003,-8816278,-8158606,-6908535,-9403784,-8747136,-5794416,-3624787,-3032906,-3031619,-4936793,-6381671,-8616835,-10130591,-8878982,-9011595,-7961215,-7895420,-6450543,-7304053,-10921907,-9085616,-14342377,-15263735,-8091266,-9013138,-9868700,-8554379,-8160391,-8160135,-8620174,-10725297,-15592955,-13882847,-7763073,-7369852,-8160653,-10336195,-11323859,-10339021,-11518927,-14278892,-15658233,-13034991,-7631489,-7370111,-8819872,-7904685,-7906215,-5079424,-7839139,-13291995,-15592439,-11130844,-7828870,-7764102,-7436675,-7438731,-8163484,-6912639,-6843246,-6053208,-10734795,-11065309,-8156810,-8157579,-7895175,-7435134,-6645873,-5789789,-4801604,-1380109,-8230798,-10998746,-8352390,-7695228,-7169652,-6512231,-5722456,-5064266,-3287594,-984838,-7101004,-10655121,-7956601,-7430768,-6773605,-6247258,-5852241,-5128514,-1181960,-1182217,-7429727,-10588572,?
316,'2019/09/19 11:03:00:147',4,-9073787,-9205887,-10325656,-9803689,-10459814,-10459301,-10591918,-9144986,-8619157,-7303293,-9469834,-8813185,-5926001,-3559250,-3163978,-3294535,-4871514,-6250085,-8353919,-9998748,-8945033,-9077644,-7895680,-7895677,-6253934,-7041138,-10856370,-9151409,-14342632,-15263736,-8222595,-9013396,-9934494,-8620173,-8226184,-8291720,-8685967,-10791090,-15592955,-13883104,-7894403,-7435646,-8226447,-10401732,-11389397,-10470605,-11584720,-14344429,-15658489,-13100527,-7697283,-7501440,-8885666,-7904685,-7971751,-5145216,-7904932,-13291995,-15592440,-11196637,-7960199,-7895431,-7568005,-7570061,-8295069,-6978432,-6909296,-6119001,-10800588,-11131102,-8288395,-8289165,-7960968,-7500927,-6711922,-5790046,-4867653,-1380110,-8231055,-11064539,-8483720,-7761021,-7235445,-6578024,-5788249,-5130059,-3353387,-984838,-7166797,-10720657,-8022395,-7496561,-6839398,-6313051,-5918034,-5259843,-1181960,-1247753,-7495520,-10719901,?
317,'2019/09/19 11:03:00:180',4,-9008252,-9140094,-10325655,-10263471,-10788266,-10656166,-10789039,-9407901,-9013916,-7566467,-9469834,-8878721,-6122610,-3558994,-3098441,-3426379,-4805722,-6052962,-7959675,-9735575,-8945032,-9012108,-7699071,-7698811,-6057326,-6646893,-10658991,-9216945,-14211304,-15329272,-8222595,-9078932,-9934493,-8685965,-8226185,-8291720,-8686224,-10725297,-15527163,-13948641,-7828867,-7435646,-8226447,-10401988,-11389397,-10470605,-11584720,-14344428,-15658489,-13166320,-7697538,-7435904,-8885409,-7904685,-7971752,-5079679,-7839395,-13291739,-15592696,-11262429,-7960199,-7829895,-7568005,-7570061,-8295069,-6978432,-6909296,-6118745,-10800332,-11196894,-8288395,-8223628,-7960968,-7500928,-6711922,-5855838,-4867653,-1445902,-8165005,-11130075,-8483720,-7761277,-7235701,-6578024,-5788249,-5130059,-3418923,-984838,-7101004,-10655120,-8022395,-7496561,-6839398,-6313307,-5918034,-5259843,-1181960,-1247753,-7495519,-10654364,?
318,'2019/09/19 11:03:00:213',4,-9073788,-9140094,-10325656,-10526642,-10985388,-10721959,-10920368,-9539487,-9277089,-7829639,-9469834,-8944258,-6253939,-3624787,-3098185,-3558222,-4740443,-5856097,-7762039,-9472660,-8944776,-9012108,-7567742,-7501690,-5991534,-6318185,-10527404,-9282738,-14211304,-15329272,-8157060,-9013396,-9934494,-8685965,-8226185,-8226184,-8686223,-10725298,-15527163,-13948896,-7828867,-7501182,-8226447,-10401989,-11389396,-10470606,-11584720,-14278893,-15658489,-13166320,-7697539,-7435904,-8885408,-7904685,-7906215,-5079423,-7839139,-13291995,-15592696,-11262174,-7960199,-7829895,-7568005,-7570061,-8295069,-6978432,-6909296,-6118744,-10800332,-11196895,-8288140,-8223629,-7960968,-7500928,-6711922,-5855838,-4867653,-1380366,-8165261,-11130332,-8483976,-7761278,-7235701,-6578025,-5788249,-5130059,-3418923,-984838,-7166540,-10720657,-8022395,-7496561,-6839398,-6313307,-5918290,-5259843,-1181960,-1247753,-7495519,-10719901,?
319,'2019/09/19 11:03:00:246',4,-9073787,-9205631,-10391192,-10723765,-11116717,-10787752,-10986161,-9670817,-9474468,-7895434,-9469834,-8878722,-6385267,-3624787,-3098186,-3689808,-4740443,-5790048,-7630709,-9406866,-8945032,-9011852,-7370877,-7304825,-5794668,-6120805,-10461354,-9348274,-14211304,-15263736,-8222596,-9013397,-9934494,-8620429,-8226184,-8291721,-8686224,-10659762,-15527163,-13948640,-7828867,-7501182,-8226703,-10401988,-11389652,-10470606,-11584721,-14344429,-15724025,-13166320,-7697539,-7435905,-8885665,-7904685,-7906215,-5013887,-7839139,-13291995,-15592696,-11262173,-7960199,-7829895,-7568005,-7570061,-8295068,-6978432,-6909296,-6119001,-10800588,-11196894,-8288396,-8223629,-7960968,-7500927,-6711922,-5855838,-4867653,-1380110,-8231054,-11195868,-8418440,-7761278,-7235445,-6578024,-5788249,-5130059,-3353387,-984838,-7166797,-10786449,-8022394,-7496562,-6839398,-6313051,-5918034,-5194307,-1181960,-1247753,-7561056,-10719901,?
320,'2019/09/19 11:03:00:280',4,-8810616,-8942715,-10193813,-10657716,-10985130,-10655908,-10854575,-9473694,-9277346,-7763847,-9272198,-8681342,-6187888,-3427408,-2835271,-3492430,-4477271,-5526876,-7367281,-9209231,-8681861,-8814472,-7107706,-7041653,-5531496,-5791840,-10132645,-9216688,-14145511,-15197943,-7959424,-8881553,-9737115,-8422793,-8028805,-8028549,-8488845,-10462383,-15461371,-13882848,-7631487,-7238266,-8029324,-10204866,-11258067,-10273228,-11387599,-14213100,-15658233,-13034735,-7499903,-7238525,-8688286,-7707306,-7708836,-4816507,-7641760,-13160410,-15526903,-11065308,-7762564,-7632260,-7305089,-7307146,-8031897,-6715516,-6711660,-5921622,-10603466,-10999773,-8025224,-8025993,-7763333,-7303548,-6514287,-5592667,-4670018,-1314573,-8033676,-10998746,-8220805,-7563642,-7038066,-6380645,-5590870,-4932679,-3221545,-919045,-6969161,-10589071,-7825015,-7299182,-6642019,-6115672,-5720655,-4996928,-1116167,-1181960,-7298141,-10522522,?
321,'2019/09/19 11:03:00:313',4,-9074044,-9271424,-10456728,-10789559,-11182254,-10853289,-11051955,-9736610,-9474468,-7961226,-9535371,-9010051,-6516596,-3690580,-3163978,-3755345,-4805980,-5855841,-7630709,-9472403,-9010825,-9077645,-7371134,-7304826,-5794668,-6055269,-10395304,-9545140,-14276841,-15329273,-8288389,-9144725,-10000286,-8685966,-8291978,-8357513,-8817553,-10659761,-15527163,-14014434,-7960196,-7566976,-8292240,-10467526,-11455189,-10470607,-11584721,-14344429,-15724026,-13231857,-7763332,-7567234,-8951202,-7970478,-7971752,-5145215,-7904932,-13291995,-15658232,-11327967,-8025993,-7895688,-7633798,-7635854,-8360606,-6978689,-6975089,-6184794,-10865868,-11262432,-8354189,-8289422,-8026761,-7566721,-6777715,-5855840,-4933446,-1445902,-8231054,-11195869,-8549513,-7826815,-7301238,-6643817,-5854042,-5195852,-3418924,-985094,-7166797,-10786450,-8088188,-7562355,-6905191,-6378844,-5983827,-5260100,-1247496,-1247753,-7561312,-10785438,?
322,'2019/09/19 11:03:00:347',4,-9139581,-9205887,-10391193,-10658229,-11051180,-10787752,-10986161,-9605024,-9277088,-7763847,-9535627,-8944515,-6451060,-3690580,-3098185,-3623758,-4805979,-5987169,-7696246,-9604246,-9010825,-9077645,-7502206,-7436154,-5926254,-6252391,-10395304,-9545396,-14276841,-15329272,-8288389,-9144469,-10000287,-8751758,-8291978,-8357514,-8817553,-10659762,-15527163,-14079970,-7894660,-7501440,-8226704,-10467525,-11455189,-10470606,-11584977,-14344429,-15724026,-13297393,-7763332,-7501697,-8951458,-7970478,-7972008,-5144959,-7904675,-13291739,-15658232,-11393502,-8025992,-7895688,-7633798,-7570318,-8295069,-6978689,-6975089,-6184794,-10865869,-11262432,-8353933,-8289166,-8026762,-7566721,-6777459,-5921631,-4933446,-1445902,-8231054,-11195869,-8483977,-7826815,-7301238,-6643818,-5854041,-5195852,-3419180,-985094,-7166798,-10786451,-8088187,-7496819,-6905191,-6379100,-5984082,-5260100,-1247496,-1247753,-7495520,-10785437,?
323,'2019/09/19 11:03:00:380',4,-9205374,-9337217,-10457242,-10526642,-10919852,-10722216,-10920370,-9473695,-9013916,-7566467,-9601420,-9075844,-6385525,-3690837,-3163977,-3557964,-4871515,-6184548,-7893625,-9867419,-9076618,-9143694,-7699329,-7633277,-6123376,-6581100,-10526890,-9610933,-14342634,-15395065,-8354182,-9210518,-10066080,-8817295,-8357771,-8423307,-8883347,-10660019,-15527163,-14079970,-8025989,-7632769,-8358033,-10533318,-11520726,-10536143,-11650513,-14344429,-15724026,-13297393,-7894661,-7567491,-9017251,-8036271,-8103337,-5211009,-7970469,-13357532,-15658233,-11393503,-8091786,-7961482,-7699591,-7636111,-8360862,-7044481,-7040882,-6316123,-10866125,-11328224,-8419982,-8420751,-8092554,-7632514,-6909044,-5987168,-4999239,-1445903,-8296848,-11261661,-8550026,-7892864,-7367287,-6709611,-5919835,-5261645,-3484717,-985094,-7298383,-10918036,-8153981,-7628147,-6970984,-6444893,-6049876,-5325893,-1247752,-1248010,-7627106,-10785951,?
324,'2019/09/19 11:03:00:413',4,-9139838,-9337217,-10457242,-10197935,-10656938,-10590631,-10789040,-9276573,-8684950,-7368830,-9601420,-9075844,-6254196,-3690580,-3163978,-3360585,-4937050,-6315878,-8091004,-10130334,-9076619,-9208974,-7830657,-7830398,-6254449,-6909809,-10592683,-9676469,-14408426,-15329529,-8354182,-9210518,-10066080,-8752015,-8357770,-8423307,-8883603,-10660275,-15527419,-14014433,-8025989,-7632769,-8358289,-10533317,-11520982,-10536143,-11650513,-14344685,-15724026,-13297393,-7894661,-7633027,-9017252,-8036270,-8103337,-5211009,-7970725,-13357532,-15658232,-11393502,-8091786,-8027018,-7699591,-7636110,-8360862,-7044225,-7040882,-6316380,-10931662,-11328223,-8419982,-8420751,-8092554,-7632769,-6843508,-5987168,-4999239,-1445902,-8362641,-11196126,-8550026,-7892608,-7367032,-6709610,-5919835,-5261645,-3484716,-985094,-7363919,-10918293,-8153981,-7628148,-6970984,-6444893,-6049876,-5325893,-1247752,-1248009,-7692642,-10851487,?
325,'2019/09/19 11:03:00:448',4,-9139838,-9337473,-10457242,-9803690,-10394022,-10393509,-10592175,-9079194,-8355985,-7105913,-9601420,-9010307,-6123123,-3756373,-3230027,-3228998,-5002843,-6513256,-8288127,-10327714,-9076619,-9209230,-7961730,-8027263,-6451057,-7238517,-10658476,-9676468,-14342634,-15395065,-8288646,-9210518,-10066080,-8817295,-8357770,-8423307,-8949139,-10660275,-15527163,-14079970,-8025989,-7632769,-8358033,-10533317,-11520726,-10536142,-11650513,-14409965,-15724026,-13297393,-7829125,-7633027,-9082788,-8101807,-8103338,-5211009,-7970725,-13291995,-15658233,-11393503,-8091785,-8027018,-7699847,-7636111,-8295326,-7044225,-7040882,-6316380,-10866126,-11262688,-8419982,-8420751,-8092554,-7632513,-6843508,-5987424,-4999239,-1445902,-8296848,-11196125,-8549770,-7892864,-7367287,-6709610,-5919835,-5261645,-3484717,-1050630,-7298383,-10918036,-8153981,-7628148,-6970984,-6444637,-6049876,-5325893,-1247752,-1248010,-7627106,-10785951,?
326,'2019/09/19 11:03:00:481',4,-9139838,-9271681,-10325914,-9474725,-10065314,-10196386,-10460589,-8882071,-8027019,-6973813,-9601420,-8944771,-6057588,-3887959,-3230028,-3162948,-5133915,-6710378,-8485505,-10590886,-9076619,-9209230,-8093059,-8158336,-6647922,-7501433,-10724012,-9676469,-14342633,-15395065,-8354182,-9144982,-10066079,-8817551,-8357771,-8423306,-8949139,-10594482,-15527163,-14080226,-8025989,-7567233,-8358033,-10533317,-11520726,-10536143,-11650512,-14410221,-15789561,-13297649,-7829125,-7567491,-9082788,-8102064,-8103594,-5211009,-7905189,-13291739,-15723768,-11393503,-8091786,-7961482,-7699591,-7635854,-8295326,-6978689,-7040882,-6316380,-10866125,-11262688,-8419982,-8420751,-8092555,-7632514,-6843508,-5987424,-4999240,-1445903,-8231055,-11195869,-8615562,-7892608,-7367031,-6709610,-5919835,-5327181,-3484717,-985094,-7232591,-10852500,-8153981,-7628147,-6970984,-6444893,-6049876,-5325893,-1247752,-1248009,-7561313,-10785951,?
327,'2019/09/19 11:03:00:513',4,-9205631,-9337730,-10391707,-9146274,-9802655,-10064801,-10329260,-8684948,-7764103,-6842227,-9667213,-9076100,-6123381,-4085338,-3296078,-3162948,-5331293,-7039087,-8814214,-10854058,-9142411,-9275023,-8290180,-8289665,-6910836,-7895934,-10855598,-9742262,-14408426,-15395065,-8420231,-9210775,-10131873,-8883344,-8423564,-8489100,-9014933,-10660275,-15527163,-14080226,-8092038,-7698561,-8358289,-10598854,-11586519,-10601679,-11716049,-14410221,-15789562,-13363185,-7894918,-7633540,-9148581,-8233393,-8169388,-5342338,-7970981,-13291995,-15723769,-11459294,-8157578,-8027274,-7765640,-7701647,-8361119,-7044482,-7106675,-6447709,-10931662,-11328480,-8485775,-8486544,-8158348,-7764099,-6909301,-6053218,-5130569,-1446159,-8362641,-11196125,-8681355,-7958657,-7433081,-6775404,-5985628,-5393231,-3550510,-1050631,-7364176,-10983829,-8219774,-7693941,-7036777,-6510686,-6115669,-5457223,-1247752,-1313546,-7692899,-10851744,?
328,'2019/09/19 11:03:00:548',4,-9271167,-9337730,-10326170,-8883358,-9539483,-9867935,-10197674,-8553106,-7500932,-6710640,-9667213,-9010564,-6057588,-4216667,-3296335,-3097411,-5528159,-7236209,-8945800,-10985645,-9142412,-9275023,-8355460,-8289665,-7107701,-8093313,-10921391,-9742261,-14473962,-15395065,-8420231,-9276311,-10131872,-8883344,-8423563,-8489100,-9080725,-10660276,-15527419,-14079969,-8091783,-7698561,-8423826,-10599110,-11586518,-10601679,-11716049,-14410222,-15789562,-13363185,-7960454,-7699076,-9148837,-8167857,-8169387,-5342339,-8036518,-13291995,-15723768,-11393758,-8157578,-8092810,-7765640,-7701648,-8361119,-7110018,-7106675,-6447709,-10931662,-11262688,-8485775,-8486544,-8223883,-7698563,-6974837,-6053217,-5065033,-1445903,-8362898,-11196126,-8681355,-7958657,-7433081,-6775403,-5985628,-5393230,-3484973,-1050631,-7364176,-10983829,-8285310,-7693940,-7036777,-6510430,-6050133,-5391686,-1247752,-1313546,-7692900,-10851744,?
329,'2019/09/19 11:03:00:580',4,-9271167,-9403266,-10260634,-8686236,-9407897,-9802141,-10000808,-8421776,-7435137,-6644846,-9667213,-9075845,-6057587,-4348252,-3361872,-3097154,-5593952,-7367795,-9077130,-11051438,-9142412,-9275023,-8420996,-8355200,-7304566,-8224900,-10921392,-9742261,-14408426,-15395065,-8420231,-9276311,-10131872,-8817808,-8423563,-8489100,-9080725,-10660276,-15527419,-14079969,-8092038,-7698562,-8423826,-10599110,-11586518,-10601679,-11716049,-14410221,-15724026,-13362929,-7960454,-7698820,-9148837,-8167857,-8169388,-5342595,-7970982,-13357531,-15723769,-11393502,-8157579,-8093066,-7765640,-7701648,-8361119,-7044482,-7106675,-6447709,-10866381,-11262688,-8485775,-8486544,-8158347,-7698563,-6909301,-6053217,-5065033,-1445903,-8362641,-11196125,-8681355,-7958657,-7433080,-6775403,-5985628,-5393230,-3484973,-1050631,-7364177,-10918293,-8285310,-7693940,-7036777,-6510686,-6115669,-5391686,-1247752,-1313546,-7692899,-10851744,?
330,'2019/09/19 11:03:00:612',4,-9271167,-9337730,-10260634,-8620443,-9276824,-9736348,-10000808,-8356239,-7369344,-6644590,-9667213,-9076100,-6057587,-4413789,-3362128,-3097154,-5659744,-7433587,-9142666,-11051437,-9207947,-9275023,-8421252,-8355200,-7370102,-8290692,-10921392,-9742262,-14408425,-15395064,-8419975,-9276311,-10131873,-8883344,-8423564,-8489100,-9015189,-10660275,-15527419,-14079969,-8092038,-7698561,-8423826,-10598853,-11586518,-10667214,-11716049,-14410222,-15724025,-13363185,-7960454,-7698820,-9214373,-8233393,-8234923,-5342338,-7970981,-13291995,-15723768,-11393502,-8157579,-8092811,-7765640,-7701647,-8361119,-7044482,-7106675,-6381916,-10866125,-11262688,-8485774,-8486544,-8158347,-7764099,-6909301,-6053217,-5130569,-1446159,-8362384,-11196124,-8681355,-8024193,-7432825,-6775404,-5985628,-5392975,-3550509,-1050631,-7363920,-10918036,-8285310,-7693941,-7036777,-6510686,-6115669,-5457222,-1247752,-1313546,-7692898,-10851744,?
331,'2019/09/19 11:03:00:647',4,-9336960,-9469059,-10391707,-8686236,-9408154,-9867934,-10132138,-8487570,-7566466,-6710640,-9733006,-9141894,-6123381,-4479838,-3427921,-3162947,-5660001,-7433588,-9142922,-11051182,-9208205,-9406352,-8487045,-8420993,-7370359,-8356229,-10987441,-9808055,-14408426,-15395321,-8486024,-9342104,-10197665,-8949138,-8489357,-8554893,-9146262,-10726068,-15592955,-14080225,-8157831,-7764355,-8489618,-10664646,-11652311,-10667471,-11781842,-14410222,-15724025,-13363185,-7960711,-7764869,-9214374,-8299186,-8235180,-5408131,-8036518,-13357532,-15724025,-11393758,-8289164,-8158860,-7831433,-7767440,-8492448,-7176068,-7238005,-6447709,-10931917,-11328224,-8551567,-8552593,-8289677,-7829892,-7040630,-6119011,-5196362,-1511695,-8428177,-11196125,-8747148,-8024450,-7498874,-6841197,-6051677,-5459024,-3550766,-1050631,-7364433,-10983829,-8351103,-7759734,-7102570,-6576479,-6181462,-5457479,-1313289,-1313802,-7693156,-10917281,?
332,'2019/09/19 11:03:00:681',4,-9336960,-9469059,-10326427,-8817566,-9539739,-9868191,-10197931,-8618899,-7698053,-6842226,-9733006,-9141894,-6123637,-4414046,-3427921,-3228740,-5594208,-7302002,-9011593,-10919851,-9208204,-9406352,-8487045,-8420993,-7304823,-8290436,-11052978,-9742519,-14408426,-15395065,-8551304,-9342104,-10197666,-8949137,-8554892,-8554893,-9080725,-10791604,-15592955,-14080225,-8157831,-7764611,-8489618,-10664647,-11652311,-10667471,-11781842,-14410221,-15789561,-13363185,-8026247,-7699333,-9214374,-8233650,-8234924,-5342595,-8036518,-13291995,-15723768,-11393758,-8288908,-8158860,-7831433,-7767441,-8492448,-7176068,-7172469,-6447709,-10931661,-11262687,-8551568,-8552337,-8289933,-7829892,-7040631,-6119011,-5196362,-1511695,-8362641,-11130589,-8747148,-8089986,-7564410,-6841197,-6051677,-5459024,-3616302,-1050631,-7429713,-10918293,-8351103,-7759734,-7102570,-6576479,-6181462,-5523015,-1313289,-1313546,-7758691,-10917280,?
